type, ID, HMMR
digestive_system, WP_007856358.1, GH51
digestive_system, WP_007841257.1, GH43
digestive_system, WP_007833791.1, GH43
digestive_system, WP_007839528.1, GH97
digestive_system, WP_007833145.1, GH4
digestive_system, WP_007855488.1, GH95
digestive_system, WP_007844060.1, GH95
digestive_system, WP_007853525.1, GH97
digestive_system, WP_007832172.1, PL22
digestive_system, WP_007840837.1, GH43
digestive_system, WP_007853472.1, PL12
digestive_system, WP_007836543.1, GH88
digestive_system, WP_007844153.1, CBM50-CBM50-CBM50
digestive_system, WP_007832018.1, CE3-CE6
digestive_system, WP_007853991.1, GT23
digestive_system, WP_007854777.1, CE1
digestive_system, WP_007832672.1, AA6
digestive_system, WP_007853892.1, GT4
digestive_system, WP_007854077.1, GT4
digestive_system, WP_007831569.1, CE4
digestive_system, WP_007840419.1, GH2
digestive_system, WP_007855781.1, GH29
digestive_system, WP_007853895.1, GT2
digestive_system, WP_032951314.1, GH28
digestive_system, WP_007831526.1, GH42
digestive_system, WP_007853522.1, GH51
digestive_system, WP_007853410.1, GH2
digestive_system, WP_007839155.1, GT4
digestive_system, WP_007843769.1, GT2
digestive_system, WP_007838061.1, GT4
digestive_system, WP_007852252.1, GT11
digestive_system, WP_032950932.1, GH28
digestive_system, WP_007853853.1, GH29
digestive_system, WP_007853075.1, GT4
digestive_system, WP_007840550.1, GH88
digestive_system, WP_007841845.1, CE10
digestive_system, WP_007853158.1, GH123
digestive_system, WP_007854731.1, GT83
digestive_system, WP_007852339.1, GT5
digestive_system, WP_007852260.1, GT2
digestive_system, WP_007840493.1, CE2
digestive_system, WP_007838053.1, GT2
digestive_system, WP_007836461.1, GH2
digestive_system, WP_007841374.1, GH97
digestive_system, WP_007831798.1, GH10
digestive_system, WP_007838191.1, CE7
digestive_system, WP_007840342.1, CE1
digestive_system, WP_007833908.1, GT2
digestive_system, WP_007840741.1, GH28
digestive_system, WP_007836630.1, GH28
digestive_system, WP_007853429.1, GH115
digestive_system, WP_007855424.1, GH92
digestive_system, WP_007855349.1, GH43
digestive_system, WP_007831520.1, GH28
digestive_system, WP_007844769.1, GH28
digestive_system, WP_007856033.1, GH43
digestive_system, WP_007839539.1, GH92
digestive_system, WP_007853376.1, GH106
digestive_system, WP_007842527.1, GH99
digestive_system, WP_007845038.1, GT2
digestive_system, WP_007854738.1, CE10
digestive_system, WP_007853955.1, GH13
digestive_system, WP_007839490.1, GH65
digestive_system, WP_005839979.1, GT11
digestive_system, WP_007841371.1, CBM16-GH51
digestive_system, WP_032951029.1, GT92
digestive_system, WP_007854644.1, GH43
digestive_system, WP_008652365.1, GH28
digestive_system, WP_007852574.1, GH130-GH2-CBM57-CBM35
digestive_system, WP_007838297.1, GT5-GT4
digestive_system, WP_007854522.1, AA6
digestive_system, WP_007856031.1, CE8
digestive_system, WP_007853686.1, GH115
digestive_system, WP_007854083.1, GT26
digestive_system, WP_032950949.1, GH51
digestive_system, WP_007853915.1, GT14
digestive_system, WP_007856148.1, GH2
digestive_system, WP_007837249.1, GH73-CBM50-CBM50
digestive_system, WP_007840648.1, GH105
digestive_system, WP_007834995.1, GT3
digestive_system, WP_007846014.1, GH105
digestive_system, WP_007833103.1, GH35-CBM32
digestive_system, WP_007854857.1, GH29-CBM32-CBM32
digestive_system, WP_007855470.1, GH127
digestive_system, WP_007855466.1, GH43
digestive_system, WP_007856084.1, GH2
digestive_system, WP_007838041.1, GT4
digestive_system, WP_007856161.1, GH43-GH28
digestive_system, WP_007854225.1, GT21
digestive_system, WP_007852326.1, PL1
digestive_system, WP_007836106.1, AA6
digestive_system, WP_007845450.1, GH110
digestive_system, WP_007831575.1, CE12-CE12
digestive_system, WP_007838051.1, GT4
digestive_system, WP_007852242.1, GT4
digestive_system, WP_007853403.1, PL22
digestive_system, WP_007846879.1, GH63
digestive_system, WP_007853901.1, GT4
digestive_system, WP_032950655.1, CE10
digestive_system, WP_007854915.1, GH105
digestive_system, WP_022186034.1, CE9
digestive_system, WP_007853964.1, GT4
digestive_system, WP_007843212.1, GT2
digestive_system, WP_007838299.1, GH57
digestive_system, WP_007853966.1, GT2
digestive_system, WP_007856111.1, GH24
digestive_system, WP_007854821.1, PL22
digestive_system, WP_007853688.1, GH67
digestive_system, WP_007851830.1, GH108
digestive_system, WP_007854672.1, GT2
digestive_system, WP_007853413.1, PL11
digestive_system, WP_007856040.1, GH33
digestive_system, WP_007850283.1, CE6
digestive_system, WP_007854785.1, GH97
digestive_system, WP_007841480.1, GT9
digestive_system, WP_007840238.1, GT4
digestive_system, WP_007831013.1, GH109
digestive_system, WP_007839538.1, GH97
digestive_system, WP_007853279.1, CE12-CE4
digestive_system, WP_032942546.1, GH20
digestive_system, WP_007837159.1, GH109
digestive_system, WP_008654205.1, GT2
digestive_system, WP_007836948.1, GH2
digestive_system, WP_007845044.1, GT2
digestive_system, WP_007854712.1, GH29-CBM32
digestive_system, WP_007836707.1, CE2
digestive_system, WP_007838835.1, CE10
digestive_system, WP_007855247.1, GH2
digestive_system, WP_007839459.1, GH105
digestive_system, WP_007833138.1, CBM50
digestive_system, WP_007832378.1, GT2
digestive_system, WP_007851669.1, GT4
digestive_system, WP_007853857.1, CBM9
digestive_system, WP_007851569.1, CBM48-GH13
digestive_system, WP_007838253.1, CE10
digestive_system, WP_008656392.1, CE3
digestive_system, WP_007832024.1, GH2
digestive_system, WP_007839489.1, PL10
digestive_system, WP_007855441.1, GH92
digestive_system, WP_007853502.1, PL12
digestive_system, WP_007853499.1, GH28
digestive_system, WP_007842451.1, CBM9
digestive_system, WP_007837956.1, GT2
digestive_system, WP_007853771.1, GH20-CBM32
digestive_system, WP_007853919.1, GT2
digestive_system, WP_032951021.1, GH2
digestive_system, WP_007845051.1, GT2
digestive_system, WP_007836272.1, GT19
digestive_system, WP_007854074.1, GT2
digestive_system, WP_007853417.1, CBM66
digestive_system, WP_007856046.1, GH5
digestive_system, WP_007846068.1, GH20
digestive_system, WP_007853903.1, GT4
digestive_system, WP_007843214.1, GT2
digestive_system, WP_007854825.1, GH3
digestive_system, WP_007836529.1, GH28-GH43
digestive_system, WP_007835585.1, GT11
digestive_system, WP_007852282.1, GH31
digestive_system, WP_007853983.1, GT4
digestive_system, WP_007836518.1, GH43
digestive_system, WP_007855019.1, GH13
digestive_system, WP_007853998.1, GT2
digestive_system, WP_007834417.1, GH18
digestive_system, WP_007838027.1, CE6
digestive_system, WP_007848853.1, GH92
digestive_system, WP_007851555.1, GT51
digestive_system, WP_007852637.1, GT4
digestive_system, WP_007840480.1, GH88
digestive_system, WP_007840236.1, GT2
digestive_system, WP_007853090.1, GT4
digestive_system, WP_007851602.1, CBM50
digestive_system, WP_007831539.1, CE15
digestive_system, WP_007833917.1, GT2
digestive_system, WP_007856145.1, GH43
digestive_system, WP_007837937.1, GH95
digestive_system, WP_007856364.1, GH127
digestive_system, WP_007853561.1, GH31
digestive_system, WP_011964592.1, CE6-CE6
digestive_system, WP_005849183.1, GH5
digestive_system, WP_005847983.1, GH133
digestive_system, WP_011964789.1, GH2
digestive_system, WP_005843778.1, CE6
digestive_system, WP_011964837.1, GH92
digestive_system, WP_011964701.1, GH2
digestive_system, WP_005847415.1, CE1
digestive_system, WP_011964892.1, CBM32-GH92
digestive_system, WP_011964970.1, GH109
digestive_system, WP_007838806.1, GH24
digestive_system, WP_005842886.1, GH28
digestive_system, WP_011964773.1, GH43-GH43
digestive_system, WP_011964772.1, CBM22-GH51
digestive_system, WP_005839709.1, CE14
digestive_system, WP_005845900.1, GH43
digestive_system, WP_011965293.1, GT2
digestive_system, WP_032938105.1, GH105
digestive_system, WP_011964912.1, GH30
digestive_system, WP_005844449.1, GT4
digestive_system, WP_012055971.1, GT4
digestive_system, WP_012056033.1, CE3-CE6
digestive_system, WP_011965133.1, GH11
digestive_system, WP_011965680.1, GT4
digestive_system, WP_005839715.1, GH76
digestive_system, WP_049764422.1, PL11
digestive_system, WP_005843594.1, GH31
digestive_system, WP_005846085.1, GT2
digestive_system, WP_032953563.1, CBM66
digestive_system, WP_005831617.1, GH30
digestive_system, WP_011964736.1, GH20
digestive_system, WP_011965161.1, GH97
digestive_system, WP_005847327.1, GT2
digestive_system, WP_008669649.1, CE12-CE8
digestive_system, WP_005843135.1, GT2
digestive_system, WP_011964800.1, GH3
digestive_system, WP_041174512.1, GH36
digestive_system, WP_005849176.1, CE8
digestive_system, WP_005846231.1, CBM9
digestive_system, WP_011965683.1, GT4
digestive_system, WP_012055615.1, GH15
digestive_system, WP_008670188.1, GH10
digestive_system, WP_011965723.1, GH28
digestive_system, WP_005843780.1, GH95
digestive_system, WP_005843592.1, GH97
digestive_system, WP_005840796.1, CBM50
digestive_system, WP_012056031.1, GH20-CBM32
digestive_system, WP_011965586.1, GT4
digestive_system, WP_011965052.1, GH43-CBM32
digestive_system, WP_005843076.1, GH28
digestive_system, WP_011965070.1, GH2
digestive_system, WP_012055950.1, GT13
digestive_system, WP_005843136.1, GT2
digestive_system, WP_011964874.1, CE10
digestive_system, WP_041174513.1, GH95
digestive_system, WP_005846214.1, CE6-CE12
digestive_system, WP_007835148.1, GT2
digestive_system, WP_005844746.1, GT2
digestive_system, WP_011964593.1, GH67
digestive_system, WP_011965724.1, CE7
digestive_system, WP_008672428.1, GT2
digestive_system, WP_012055970.1, GT4
digestive_system, WP_005843068.1, GH97
digestive_system, WP_005839804.1, CE10
digestive_system, WP_011965225.1, GH24
digestive_system, WP_008667461.1, GT2
digestive_system, WP_011965335.1, GH43
digestive_system, WP_011965665.1, GH95
digestive_system, WP_005839533.1, GT3
digestive_system, WP_005848138.1, GT2
digestive_system, WP_005656920.1, GT26
digestive_system, WP_012055915.1, CE6
digestive_system, WP_008666664.1, GH43
digestive_system, WP_008782291.1, GH43
digestive_system, WP_008669625.1, GH105
digestive_system, WP_011965420.1, GH109
digestive_system, WP_005844238.1, GT14
digestive_system, WP_005840987.1, GH130
digestive_system, WP_011964634.1, GH3
digestive_system, WP_011965810.1, GH2
digestive_system, WP_011965146.1, CE7
digestive_system, WP_011965489.1, CE12-CE4
digestive_system, WP_005831615.1, GH2
digestive_system, WP_011965667.1, CBM67-GH78-GH33
digestive_system, WP_041174518.1, GH97
digestive_system, WP_011964659.1, GH2
digestive_system, WP_005844447.1, GT2
digestive_system, WP_005853530.1, PL22
digestive_system, WP_005843139.1, GT2
digestive_system, WP_005839129.1, GH43
digestive_system, WP_005851223.1, CE1
digestive_system, WP_005840019.1, PL22-CE10
digestive_system, WP_011964782.1, GH43-GH43
digestive_system, WP_005853240.1, CBM50-CBM50-CBM50
digestive_system, WP_011965366.1, GH89
digestive_system, WP_011964831.1, GH18
digestive_system, WP_011964629.1, GH97
digestive_system, WP_005844227.1, GT2
digestive_system, WP_011965348.1, GH31
digestive_system, WP_005843111.1, GH13
digestive_system, WP_012055721.1, GT2
digestive_system, WP_005840972.1, GH92
digestive_system, WP_041174418.1, GH127
digestive_system, WP_011965053.1, GH97
digestive_system, WP_011965585.1, GT2
digestive_system, WP_011965527.1, GH43
digestive_system, WP_011965050.1, CE1
digestive_system, WP_005843349.1, GT5-GT4
digestive_system, WP_005843085.1, GH28
digestive_system, WP_049764431.1, GH2-CBM32
digestive_system, WP_011965339.1, GH33
digestive_system, WP_032946443.1, CBM62
digestive_system, WP_011965328.1, GH105
digestive_system, WP_011965670.1, GH78
digestive_system, WP_011965081.1, PL22
digestive_system, WP_011965526.1, GH2
digestive_system, WP_011965570.1, GH23
digestive_system, WP_005840408.1, CE9
digestive_system, WP_005845717.1, CE12-CE12
digestive_system, WP_012055919.1, GT21
digestive_system, WP_012056035.1, GH20
digestive_system, WP_005843126.1, GT4
digestive_system, WP_011965826.1, GT4
digestive_system, WP_005851277.1, GH33
digestive_system, WP_011964771.1, GH35-CBM32
digestive_system, WP_011965340.1, CE8
digestive_system, WP_011965330.1, GH2-CBM57
digestive_system, WP_005850120.1, GT9
digestive_system, WP_012056032.1, GH2
digestive_system, WP_005843134.1, GT23
digestive_system, WP_005843101.1, GH92
digestive_system, WP_011964799.1, GH92
digestive_system, WP_005839855.1, GH95
digestive_system, WP_005843129.1, GT2
digestive_system, WP_007846488.1, GT26
digestive_system, WP_008666644.1, CE4
digestive_system, WP_005847125.1, CBM9
digestive_system, WP_011965513.1, GH123
digestive_system, WP_005846788.1, GH95
digestive_system, WP_008671344.1, GT2
digestive_system, WP_005843457.1, GT5
digestive_system, WP_011964880.1, CE6
digestive_system, WP_011964715.1, GH109
digestive_system, WP_011965156.1, GH63-GH63
digestive_system, WP_011964768.1, GH127
digestive_system, WP_005850758.1, GH130
digestive_system, WP_011965162.1, GH13
digestive_system, WP_005846652.1, CBM48-GH13
digestive_system, WP_011964594.1, GH115
digestive_system, WP_011965057.1, GH127
digestive_system, WP_005838977.1, GT4
digestive_system, WP_011964658.1, GH43-GH43-CBM32
digestive_system, WP_011965314.1, GH28
digestive_system, WP_011965491.1, GH2
digestive_system, WP_011964794.1, CE10-CE3
digestive_system, WP_008667589.1, GH109
digestive_system, WP_012055968.1, GT2
digestive_system, WP_005847124.1, GH29
digestive_system, WP_011965164.1, CBM20-CBM20-GH77
digestive_system, WP_005843472.1, GT11
digestive_system, WP_011964834.1, GH97
digestive_system, WP_005841106.1, GT44
digestive_system, WP_011964722.1, GH5
digestive_system, WP_011965114.1, GH95
digestive_system, WP_011964662.1, GH28
digestive_system, WP_032945992.1, GH43-CBM6-CBM48-CE1
digestive_system, WP_011965378.1, GT19
digestive_system, WP_011965701.1, GH2
digestive_system, WP_008782201.1, GH51
digestive_system, WP_005831613.1, GH115
digestive_system, WP_011964636.1, GH105
digestive_system, WP_011965828.1, GT2
digestive_system, WP_005841404.1, GH78
digestive_system, WP_011965292.1, GT14
digestive_system, WP_011964660.1, GH28
digestive_system, WP_011964656.1, GH105
digestive_system, WP_005838964.1, GT2
digestive_system, WP_005841402.1, CE15
digestive_system, WP_011965199.1, GT30
digestive_system, WP_005840273.1, GH29-CBM32-CBM32
digestive_system, WP_011964790.1, GH20-CBM32
digestive_system, WP_005843041.1, GH110
digestive_system, WP_011964735.1, GH2
digestive_system, WP_011964618.1, GH20
digestive_system, WP_012056029.1, GH20-CBM32
digestive_system, WP_011965048.1, PL10-CE8
digestive_system, WP_005842456.1, GT35
digestive_system, WP_005843100.1, GH3
digestive_system, WP_011964895.1, GH92
digestive_system, WP_022508165.1, GH23
digestive_system, WP_011964638.1, GH28
digestive_system, WP_011965072.1, PL22
digestive_system, WP_005840744.1, GH30
digestive_system, WP_011965492.1, GH28
digestive_system, WP_011964780.1, GH43
digestive_system, WP_005844462.1, GT23
digestive_system, WP_005838975.1, GT4
digestive_system, WP_011965315.1, GH2
digestive_system, WP_011965589.1, GT4
digestive_system, WP_011965104.1, GH29-CBM32-CBM32
digestive_system, WP_012055954.1, GT4
digestive_system, WP_041174541.1, GH29
digestive_system, WP_005852530.1, CBM48-GH13
digestive_system, WP_011965490.1, GH35-CBM35
digestive_system, WP_011964843.1, CBM35
digestive_system, WP_005851196.1, GT27
digestive_system, WP_012055974.1, GT4
digestive_system, WP_005846163.1, GH109
digestive_system, WP_005842882.1, GH88
digestive_system, WP_005843098.1, PL12
digestive_system, WP_005843131.1, GT4
digestive_system, WP_011965721.1, GH78
digestive_system, WP_011964828.1, CBM32
digestive_system, WP_049764062.1, PL11
digestive_system, WP_011964639.1, GH115
digestive_system, WP_005844374.1, CBM16-GH51
digestive_system, WP_011965039.1, CE10
digestive_system, WP_005636860.1, GT4
digestive_system, WP_011964968.1, CBM32
digestive_system, WP_012055614.1, GH20-CBM32
digestive_system, WP_005843066.1, GH43
digestive_system, WP_011965820.1, GH31
digestive_system, WP_008652188.1, GT19
digestive_system, WP_005845911.1, AA6
digestive_system, WP_011965552.1, GH110
digestive_system, WP_005842555.1, GH84-CBM32
digestive_system, WP_005851614.1, CE1
digestive_system, WP_005843064.1, GH88
digestive_system, WP_011965029.1, GT83
digestive_system, WP_011964818.1, GH30
digestive_system, WP_005842890.1, GH29
digestive_system, WP_012055969.1, GT4
digestive_system, WP_012055718.1, GT26
digestive_system, WP_005843654.1, CE12
digestive_system, WP_041174386.1, GH42
digestive_system, WP_008666582.1, GT4
digestive_system, WP_005839535.1, GT35
digestive_system, WP_011965402.1, CE1
digestive_system, WP_049764435.1, GH105
digestive_system, WP_005848887.1, CE2
digestive_system, WP_041174499.1, GT4
digestive_system, WP_011965528.1, GH43
digestive_system, WP_012055949.1, GT4
digestive_system, WP_012055616.1, GT20
digestive_system, WP_005849164.1, CE1
digestive_system, WP_012055624.1, CBM50
digestive_system, WP_012056034.1, CE3
digestive_system, WP_012056027.1, GH2
digestive_system, WP_005843351.1, GH57
digestive_system, WP_041174479.1, GH73
digestive_system, WP_005841984.1, GT51
digestive_system, WP_012055973.1, GT2
digestive_system, WP_008666580.1, GT2
digestive_system, WP_011965369.1, GH116
digestive_system, WP_005850207.1, GH43
digestive_system, WP_005848612.1, GH25
digestive_system, WP_008781333.1, GT92
digestive_system, WP_012055719.1, GT4
digestive_system, WP_005843140.1, GT2
digestive_system, WP_011965347.1, GH2
digestive_system, WP_011965317.1, CE2
digestive_system, WP_005845311.1, GT28
digestive_system, WP_005851058.1, CE11
digestive_system, WP_011965157.1, GH2
digestive_system, WP_005847858.1, PL1
digestive_system, WP_008666693.1, GT4
digestive_system, WP_011965832.1, GT2
digestive_system, WP_005844141.1, CE4
digestive_system, WP_011964595.1, GH43
digestive_system, WP_005848147.1, GH5
digestive_system, WP_032953505.1, CE8
digestive_system, WP_041174413.1, GH2
digestive_system, WP_041174528.1, GH32
digestive_system, WP_005839857.1, GH105
digestive_system, WP_005843074.1, GH127
digestive_system, WP_011964883.1, GH3
digestive_system, WP_005844244.1, GT2
digestive_system, WP_011964637.1, PL11
digestive_system, WP_005843665.1, GH106-GH28
digestive_system, WP_011964769.1, GH31
digestive_system, WP_011965722.1, CBM67-GH78
digestive_system, WP_012055516.1, CE10
digestive_system, WP_005848933.1, GH28
digestive_system, WP_011965590.1, GT4
digestive_system, WP_008669644.1, PL10
digestive_system, WP_049764400.1, GT2
digestive_system, WP_007835151.1, GT11
digestive_system, WP_008670185.1, GH43
digestive_system, WP_011965051.1, GH127
digestive_system, WP_041174389.1, GH2
digestive_system, WP_005843296.1, CE10
digestive_system, WP_011965291.1, GT4
digestive_system, WP_011964913.1, GH30
digestive_system, WP_011964727.1, GH63
digestive_system, WP_012055975.1, GT2
digestive_system, WP_008666392.1, GH18
digestive_system, WP_011964894.1, GH92
digestive_system, WP_011965699.1, GH130-GH2-CBM57-CBM35
digestive_system, WP_011965666.1, GH105
digestive_system, WP_005845800.1, GH23-CBM50
digestive_system, WP_005846232.1, GH73-CBM50-CBM50
digestive_system, WP_011965014.1, GT2
digestive_system, WP_011965346.1, GH2
digestive_system, WP_011964781.1, GH43
digestive_system, WP_011965022.1, GH29-CBM32
digestive_system, WP_005843044.1, GH109
digestive_system, WP_011965316.1, GH28
digestive_system, WP_011965675.1, GT4
digestive_system, WP_008666475.1, GH3
digestive_system, WP_008667581.1, GH2
digestive_system, WP_011964631.1, GH88
digestive_system, WP_012056028.1, GH92
digestive_system, WP_008668055.1, GH20
digestive_system, WP_005843582.1, GH29
digestive_system, WP_011965349.1, CE7
digestive_system, WP_005840814.1, GH4
digestive_system, WP_005843037.1, GH29-CBM67
digestive_system, WP_011964829.1, CBM32
digestive_system, WP_005843776.1, CBM32-GH106-GH106
digestive_system, WP_011965668.1, GH127
digestive_system, WP_011965290.1, GT4
digestive_system, WP_011965082.1, GH20
digestive_system, WP_011965288.1, GT2
digestive_system, WP_011965702.1, GH2
digestive_system, WP_005851178.1, GH16
digestive_system, WP_011964647.1, GH106
digestive_system, WP_005845752.1, GH2
digestive_system, WP_011964646.1, GH2
digestive_system, WP_011964604.1, CE9
digestive_system, WP_005845679.1, GH63
digestive_system, WP_011964663.1, GH106
digestive_system, WP_005852552.1, GT51
digestive_system, WP_032939080.1, CE3
digestive_system, WP_011965814.1, PL1
digestive_system, WP_005850708.1, GH92
digestive_system, WP_011965672.1, GT2
digestive_system, WP_013618902.1, PL11
digestive_system, WP_013619279.1, GH105
digestive_system, WP_013618915.1, GH3
digestive_system, WP_052306012.1, GH43-GH43
digestive_system, WP_052306036.1, PL10-CE8
digestive_system, WP_013617223.1, GT4
digestive_system, WP_013616933.1, CE3
digestive_system, WP_013618909.1, GH28
digestive_system, WP_013617033.1, GT27
digestive_system, WP_013616636.1, CBM50
digestive_system, WP_041583962.1, CBM61
digestive_system, WP_013619333.1, GH4
digestive_system, WP_013617736.1, GT4
digestive_system, WP_013616310.1, GH4
digestive_system, WP_041584314.1, GH43
digestive_system, WP_052306005.1, GH28
digestive_system, WP_013618326.1, GT2
digestive_system, WP_041584048.1, GT4
digestive_system, WP_013617657.1, GH28
digestive_system, WP_013618321.1, GT2
digestive_system, WP_013617587.1, CE7
digestive_system, WP_013616876.1, GH92
digestive_system, WP_065757458.1, GT11
digestive_system, WP_013618174.1, GT92
digestive_system, WP_013616373.1, CBM20-CBM20-GH77
digestive_system, WP_013619550.1, CBM40
digestive_system, WP_041583822.1, CBM48-GH13
digestive_system, WP_052305975.1, CE2
digestive_system, WP_013618080.1, CBM48-CE1
digestive_system, WP_041584389.1, GT23
digestive_system, WP_013618540.1, GH5
digestive_system, WP_013617010.1, GH95
digestive_system, WP_013616955.1, GH28
digestive_system, WP_013616761.1, CBM16-GH51
digestive_system, WP_013616666.1, CBM48-GH13
digestive_system, WP_013616656.1, CBM44
digestive_system, WP_041583811.1, GH2
digestive_system, WP_013618530.1, PL1
digestive_system, WP_013619268.1, CE11
digestive_system, WP_013617687.1, CE7
digestive_system, WP_013618667.1, GT4
digestive_system, WP_013618222.1, PL22
digestive_system, WP_041584146.1, GH73-CBM50
digestive_system, WP_013616762.1, GH51
digestive_system, WP_041583994.1, GH3
digestive_system, WP_013618253.1, GH2
digestive_system, WP_013618660.1, GT4
digestive_system, WP_013616990.1, AA6
digestive_system, WP_013617511.1, GH30
digestive_system, WP_013616879.1, GH92
digestive_system, WP_013617712.1, CE10
digestive_system, WP_013618082.1, CE1
digestive_system, WP_013618684.1, GH63
digestive_system, WP_013616750.1, GH97
digestive_system, WP_013616739.1, GH43
digestive_system, WP_041584125.1, PL10
digestive_system, WP_013618705.1, GH10
digestive_system, WP_013619188.1, GH28
digestive_system, WP_013618109.1, GH97
digestive_system, WP_013616794.1, GH133
digestive_system, WP_041584041.1, CBM50-CBM50-CBM50
digestive_system, WP_013618804.1, GH3
digestive_system, WP_013619193.1, GH2
digestive_system, WP_013617744.1, GT2
digestive_system, WP_013617477.1, CBM44
digestive_system, WP_013617445.1, GH3
digestive_system, WP_052305973.1, CE8
digestive_system, WP_013617486.1, GH28
digestive_system, WP_013616713.1, GT51
digestive_system, WP_013616795.1, GT5-GT4
digestive_system, WP_013616141.1, GT2
digestive_system, WP_013618709.1, GH43-CBM6
digestive_system, WP_041583921.1, CE10
digestive_system, WP_013617897.1, GH3
digestive_system, WP_013617700.1, GH2
digestive_system, WP_013618363.1, GH28
digestive_system, WP_013619194.1, GH35
digestive_system, WP_041584152.1, GT2
digestive_system, WP_013616197.1, CBM4-GH51
digestive_system, WP_013618523.1, GT4
digestive_system, WP_013618297.1, CE7
digestive_system, WP_041584373.1, CE14
digestive_system, WP_041583954.1, GT28
digestive_system, WP_013618742.1, GH32
digestive_system, WP_013616878.1, GH130
digestive_system, WP_013617607.1, GH43
digestive_system, WP_013616936.1, GH3
digestive_system, WP_013618672.1, GT2
digestive_system, WP_013618081.1, CBM48-CE1
digestive_system, WP_013618079.1, GH3
digestive_system, WP_013617224.1, GT5
digestive_system, WP_013617733.1, GT8
digestive_system, WP_013617346.1, GT2
digestive_system, WP_013617012.1, GH97
digestive_system, WP_013618504.1, CE7
digestive_system, WP_013619434.1, GH43
digestive_system, WP_013617707.1, GH26
digestive_system, WP_013617419.1, GH59
digestive_system, WP_013618300.1, GH106
digestive_system, WP_013618203.1, CBM67-GH78-GH33
digestive_system, WP_013618888.1, CBM66
digestive_system, WP_013619172.1, GT51
digestive_system, WP_013617970.1, GH2
digestive_system, WP_041584428.1, GH43
digestive_system, WP_013617932.1, CE10
digestive_system, WP_013617702.1, GH5
digestive_system, WP_013618708.1, GH31
digestive_system, WP_065757460.1, GH5
digestive_system, WP_041584494.1, GH95
digestive_system, WP_013617220.1, GH109
digestive_system, WP_041584370.1, GT4
digestive_system, WP_013618047.1, CBM20-GH77
digestive_system, WP_013616926.1, GH31
digestive_system, WP_013619345.1, GH33
digestive_system, WP_013618711.1, GH43
digestive_system, WP_013617461.1, GH23
digestive_system, WP_013616236.1, GH97
digestive_system, WP_013617019.1, GH25
digestive_system, WP_013616541.1, GH24
digestive_system, WP_013618726.1, CBM50
digestive_system, WP_013618600.1, GH95
digestive_system, WP_013618366.1, GH89
digestive_system, WP_013618406.1, CE4
digestive_system, WP_013618901.1, GH105
digestive_system, WP_013618236.1, CE10
digestive_system, WP_013618346.1, GH97
digestive_system, WP_013618502.1, GH109
digestive_system, WP_041584437.1, GH36
digestive_system, WP_013617910.1, GH32
digestive_system, WP_013619028.1, GH24
digestive_system, WP_013618433.1, CBM50
digestive_system, WP_013617709.1, GH130
digestive_system, WP_013617586.1, GH31
digestive_system, WP_041583942.1, CE6
digestive_system, WP_013618980.1, GH65
digestive_system, WP_013617493.1, GT19
digestive_system, WP_013617654.1, GH13
digestive_system, WP_052305974.1, GH127
digestive_system, WP_013617011.1, GH88
digestive_system, WP_013618671.1, GT2
digestive_system, WP_013617155.1, GH24
digestive_system, WP_013617734.1, GT2
digestive_system, WP_052305989.1, CE8
digestive_system, WP_013616235.1, GH13
digestive_system, WP_013618599.1, CE8
digestive_system, WP_065757463.1, GT4
digestive_system, WP_013616374.1, CBM48-GH13
digestive_system, WP_013618179.1, GT31
digestive_system, WP_013618016.1, GT28
digestive_system, WP_013617662.1, CE1
digestive_system, WP_013616858.1, GT2
digestive_system, WP_013618254.1, GH115
digestive_system, WP_013617418.1, CBM35
digestive_system, WP_013618508.1, PL1
digestive_system, WP_013617911.1, GH29
digestive_system, WP_013618598.1, GH28
digestive_system, WP_041583943.1, CE12
digestive_system, WP_004291526.1, GH24
digestive_system, WP_052305993.1, GH2
digestive_system, WP_013618085.1, CE10
digestive_system, WP_013618388.1, CBM58
digestive_system, WP_013618685.1, GH2
digestive_system, WP_013616466.1, GH73
digestive_system, WP_013619342.1, GT4
digestive_system, WP_013616138.1, GT2
digestive_system, WP_013616929.1, GH5
digestive_system, WP_013616353.1, GT2
digestive_system, WP_013616186.1, GH92
digestive_system, WP_013616200.1, GH109
digestive_system, WP_013618891.1, CE12-CE12
digestive_system, WP_013618890.1, GH28
digestive_system, WP_013616356.1, GT4
digestive_system, WP_013617498.1, GH23-CBM50
digestive_system, WP_013618532.1, CE12-CE8
digestive_system, WP_013617708.1, GH26
digestive_system, WP_013617214.1, GT4
digestive_system, WP_013618729.1, GH4
digestive_system, WP_013616796.1, GH57
digestive_system, WP_013618514.1, GH2
digestive_system, WP_013619515.1, GT3
digestive_system, WP_013616924.1, GH3
digestive_system, WP_041583854.1, PL22-PL22-CE10
digestive_system, WP_013619516.1, GT35
digestive_system, WP_013616354.1, GT4
digestive_system, WP_013618322.1, GT4
digestive_system, WP_013618526.1, GH28
digestive_system, WP_013617544.1, GH130
digestive_system, WP_013616787.1, AA6
digestive_system, WP_041584066.1, GH42
digestive_system, WP_013616925.1, GH2
digestive_system, WP_013618706.1, GH127
digestive_system, WP_041584306.1, PL24
digestive_system, WP_013617902.1, GH3
digestive_system, WP_013617823.1, CBM48-GH13
digestive_system, WP_013619371.1, GH73
digestive_system, WP_013617705.1, CBM23
digestive_system, WP_013616935.1, CE3-GH95
